value
5551
9116
171
6811
9567
6018
6249
11695
2441
11698
4904
13454
11688
4158
6232
4599
5083
10486
10487
5568
2444
2442
6192
7832
8910
11439
3487
1747
13064
6248
13086
13431
11696
3486
10485
11223
2835
5458
5460
1094
1093
11216
5802
1091
6108
5728
8142
11290
5598
4245
11441
13326
5552
6230
6193
6812
7829
1959
8139
13427
9453
7831
8137
1699
9087
13084
5459
9457
11705
600
849
1090
9086
13063
1506
4048
13082
3484
6237
6238
13456
4392
4389
13065
5455
9089
3488
1092
6083
5454
2836
4479
6416
6017
5221
13083
13087
11440
2393
7830
9458
6777
10736
8800
8801
4244
9117
8136
13426
8141
5996
5456
6231
4624
4600
3485
5457
11704
5550
4033
11217
13085
13089
11697
5084
5599
8909
1746
5600
6109
6110
6107
2443
13430
4388
11222
2005
11289
9088
11309
2600
5792
5838
5057
2853
3439
13455
2440
6191
13062
4251
5085
5386
5763
6174
8329
6485
6800
7499
8102
8705
9414
10250
10584
10900
11728
12104
12480
13237
13351
13088
8140
5732
172
13487
6580
5768
9135
12033
4951
2410
2665
6052
3377
174
5311
2758
10500
9036
4827
11473
3214
12752
12733
6313
161
2771
2767
13493
9243
2040
4062
1859
4834
11887
4573
12548
10008
9951
9968
7476
10961
6856
2497
6925
7032
6960
9639
9717
9727
9454
8868
6766
3423
13055
13061
4892
6247
4557
1897
320
4546
2323
13418
5553
11352
8334
6533
6550
7552
7025
6558
11462
9176
10185
10195
9279
12787
3916
9355
9353
3882
3918
10157
9216
10042
4329
4532
4594
4630
11667
3316
10594
2639
4533
4525
4555
7925
2822
8747
1665
9566
6957
1901
7275
12564
392
1349
1579
460
587
529
1739
2310
9053
12678
1865
9477
10029
6842
13470
9532
10172
10041
9680
6540
5957
9664
8735
2221
4066
6298
7313
9442
9715
6062
10446
9828
4923
6526
3156
3138
695
734
8070
7563
8921
5701
1613
1461
12482
653
7195
5596
5601
7112
717
5589
1608
700
669
3007
1008
2870
2820
3786
8903
3643
12684
8902
11090
8844
6928
18
3939
4853
820
10391
12428
765
486
5119
5284
5526
7137
7989
13294
5833
8811
9281
6094
5605
7269
10982
11201
11259
8828
5071
5363
11395
11641
8449
5752
4155
5762
2372
6309
8751
8033
