value
3
2
3
4
1
3
4
2
3
4
3
2
3
1
3
2
3
3
2
3
4
1
3
2
3
4
3
4
2
4
3
4
1
3
4
2
4
3
4
3
2
3
4
1
3
2
3
4
3
2
3
4
1
3
2
3
4
2
3
1
3
2
3
2
3
1
2
3
3
2
3
1
3
2
3
4
2
1
2
3
2
1
2
3
2
3
1
3
2
3
3
2
3
1
3
2
3
4
2
1
2
2
1
2
3
3
4
2
3
4
1
3
4
2
3
4
2
1
2
1
3
2
3
1
3
2
3
4
2
3
1
3
2
3
1
2
3
4
2
4
3
4
1
3
4
2
4
3
4
1
4
3
4
5
2
4
3
4
5
1
4
3
4
5
2
4
5
3
4
5
1
1
2
6
7
5
7
6
7
4
7
6
7
5
7
6
7
3
7
6
7
5
7
6
7
4
7
6
7
5
7
6
7
2
7
6
7
5
7
6
7
4
7
6
7
5
7
6
7
3
7
6
7
5
7
6
7
4
7
6
7
5
7
6
7
1
7
6
7
5
7
6
7
4
7
6
7
5
7
6
7
3
7
6
7
5
7
6
7
4
7
6
7
5
7
6
7
2
7
6
7
5
7
6
7
4
7
6
7
5
7
6
7
3
7
6
7
5
7
6
7
4
7
6
7
5
7
6
7
9
8
9
7
9
8
9
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
4
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
3
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
4
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
2
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
4
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
3
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
4
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
1
9
8
9
7
9
8
9
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
4
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
3
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
4
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
2
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
4
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
3
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
4
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
5
9
8
9
7
9
8
9
10
6
9
8
9
7
9
8
9
10
10
9
10
8
10
9
10
7
10
9
10
8
10
9
10
6
10
9
10
8
10
9
10
7
10
9
10
8
10
9
10
5
10
9
10
8
10
9
10
7
10
9
10
8
10
9
10
6
10
9
10
8
10
9
10
7
10
9
10
8
10
9
10
11
4
10
9
10
8
10
9
10
7
10
9
10
8
10
9
10
6
10
9
10
8
10
9
10
7
10
9
10
8
10
9
10
5
10
9
10
8
10
9
